time; exact_x; exact_y; exact_heading; estimated_x; estimated_y; estimated_heading; 
5.056; -2.89513; -1.81966e-08; -1.57087; -2.9; 0; -1.5708;
5.072; -2.89312; -2.12227e-08; -1.57084; -2.9; -6.1e-05; -1.5708;
5.088; -2.89111; -1.26922e-08; -1.57081; -2.89964; -0.000155; -1.56512;
5.12; -2.88709; 3.57086e-08; -1.57078; -2.89926; -0.000243; -1.56512;
5.136; -2.88508; 7.36709e-08; -1.57078; -2.8989; -0.000335; -1.5708;
5.152; -2.88307; 1.12553e-07; -1.57077; -2.89859; -0.000392; -1.56796;
5.168; -2.88106; 1.65156e-07; -1.57077; -2.89833; -0.000462; -1.5637;
5.184; -2.87905; 2.2276e-07; -1.57077; -2.89811; -0.000489; -1.56654;
5.2; -2.87704; 2.84077e-07; -1.57077; -2.89793; -0.00053; -1.57506;
5.216; -2.87503; 3.47766e-07; -1.57077; -2.89778; -0.000581; -1.57364;
5.232; -2.87303; 4.12428e-07; -1.57077; -2.89766; -0.000601; -1.5708;
5.248; -2.87102; 4.76951e-07; -1.57077; -2.89757; -0.000654; -1.56938;
5.264; -2.86901; 5.40954e-07; -1.57077; -2.89749; -0.000638; -1.56512;
5.28; -2.867; 6.04103e-07; -1.57077; -2.89742; -0.000677; -1.57364;
5.296; -2.86499; 6.6611e-07; -1.57077; -2.89737; -0.000686; -1.56938;
5.312; -2.86298; 7.26723e-07; -1.57077; -2.89733; -0.000698; -1.56796;
5.328; -2.86097; 7.85722e-07; -1.57077; -2.89729; -0.000701; -1.56796;
5.344; -2.85896; 8.42542e-07; -1.57077; -2.89726; -0.000718; -1.57648;
5.36; -2.85695; 8.95996e-07; -1.57077; -2.89724; -0.000725; -1.56938;
5.376; -2.85494; 9.44933e-07; -1.57077; -2.89722; -0.00073; -1.56796;
5.392; -2.85293; 9.88258e-07; -1.57078; -2.89721; -0.000725; -1.57222;
5.408; -2.85092; 1.02495e-06; -1.57078; -2.89719; -0.000715; -1.55945;
5.424; -2.84891; 1.05408e-06; -1.57079; -2.89718; -0.000727; -1.55519;
5.44; -2.8469; 1.07482e-06; -1.57079; -2.89717; -0.000732; -1.56512;
5.456; -2.84489; 1.08645e-06; -1.5708; -2.89717; -0.000721; -1.57506;
5.472; -2.84288; 1.08802e-06; -1.5708; -2.89716; -0.00071; -1.57506;
5.488; -2.84087; 1.07985e-06; -1.57081; -2.89716; -0.000738; -1.5708;
5.504; -2.83886; 1.06117e-06; -1.57081; -2.89716; -0.000741; -1.56654;
5.52; -2.83685; 1.0318e-06; -1.57082; -2.89715; -0.000721; -1.56938;
5.536; -2.83484; 9.91692e-07; -1.57082; -2.89715; -0.000737; -1.56512;
5.552; -2.83283; 9.4095e-07; -1.57083; -2.89715; -0.000755; -1.57506;
5.568; -2.83082; 8.79815e-07; -1.57083; -2.89715; -0.000735; -1.56228;
5.584; -2.82881; 8.08669e-07; -1.57084; -2.89714; -0.000719; -1.57222;
5.6; -2.8268; 7.28035e-07; -1.57084; -2.89714; -0.000733; -1.57222;
5.616; -2.82479; 6.38562e-07; -1.57084; -2.89714; -0.000746; -1.56512;
5.632; -2.82279; 5.4103e-07; -1.57085; -2.89714; -0.000738; -1.56938;
5.648; -2.82078; 4.36333e-07; -1.57085; -2.89714; -0.000746; -1.57648;
5.664; -2.81877; 3.25474e-07; -1.57085; -2.89714; -0.00075; -1.56796;
5.68; -2.81676; 2.09556e-07; -1.57085; -2.89714; -0.000741; -1.57222;
5.696; -2.81475; 8.97665e-08; -1.57086; -2.89714; -0.000748; -1.5708;
5.712; -2.81274; -3.26282e-08; -1.57086; -2.89714; -0.000727; -1.5708;
5.728; -2.81073; -1.56301e-07; -1.57086; -2.89714; -0.000734; -1.5708;
5.744; -2.80872; -2.7988e-07; -1.57086; -2.89714; -0.000728; -1.5779;
5.76; -2.80671; -4.02965e-07; -1.57086; -2.89714; -0.00075; -1.57222;
5.776; -2.8047; -5.25234e-07; -1.57086; -2.89714; -0.000736; -1.55661;
5.792; -2.80269; -6.46403e-07; -1.57086; -2.89714; -0.000734; -1.56654;
5.808; -2.80068; -7.66221e-07; -1.57086; -2.89714; -0.000748; -1.56512;
5.824; -2.79867; -8.84473e-07; -1.57086; -2.89714; -0.000724; -1.55803;
5.84; -2.79666; -1.00083e-06; -1.57085; -2.89714; -0.000742; -1.56938;
5.856; -2.79465; -1.11416e-06; -1.57085; -2.89714; -0.000744; -1.57648;
5.872; -2.79264; -1.22328e-06; -1.57085; -2.89714; -0.000724; -1.56228;
5.888; -2.79063; -1.3271e-06; -1.57085; -2.89714; -0.000757; -1.55945;
5.904; -2.78862; -1.42456e-06; -1.57084; -2.89714; -0.000736; -1.57506;
5.92; -2.78661; -1.51471e-06; -1.57084; -2.89714; -0.000732; -1.56087;
5.936; -2.7846; -1.59669e-06; -1.57084; -2.89714; -0.000739; -1.5779;
5.952; -2.78259; -1.66975e-06; -1.57083; -2.89714; -0.000739; -1.56938;
5.968; -2.78058; -1.73327e-06; -1.57083; -2.89714; -0.000747; -1.55945;
5.984; -2.77857; -1.78674e-06; -1.57082; -2.89714; -0.000761; -1.58215;
6; -2.77656; -1.82981e-06; -1.57081; -2.89714; -0.000739; -1.56654;
6.016; -2.77455; -1.86225e-06; -1.57081; -2.89714; -0.000722; -1.56228;
6.032; -2.77254; -1.88397e-06; -1.5708; -2.89714; -0.000723; -1.56938;
6.048; -2.77054; -1.89503e-06; -1.5708; -2.89714; -0.000734; -1.57648;
6.064; -2.76853; -1.89565e-06; -1.57079; -2.89714; -0.000748; -1.57506;
6.08; -2.76652; -1.88616e-06; -1.57079; -2.89714; -0.000714; -1.56228;
6.096; -2.76451; -1.86705e-06; -1.57078; -2.89714; -0.000731; -1.5779;
6.112; -2.7625; -1.83892e-06; -1.57078; -2.87327; -0.000751; -1.5552;
6.128; -2.76049; -1.80253e-06; -1.57078; -2.85389; -0.000725; -1.56939;
6.144; -2.75848; -1.75873e-06; -1.57077; -2.83817; -0.00075; -1.56797;
6.16; -2.75647; -1.7085e-06; -1.57077; -2.82541; -0.000744; -1.56797;
6.176; -2.75446; -1.65291e-06; -1.57077; -2.81506; -0.000746; -1.56655;
6.192; -2.75245; -1.59312e-06; -1.57077; -2.80665; -0.000746; -1.54952;
6.208; -2.75044; -1.53038e-06; -1.57077; -2.79983; -0.00073; -1.55804;
6.224; -2.74843; -1.46599e-06; -1.57077; -2.7943; -0.000735; -1.56797;
6.24; -2.74642; -1.4013e-06; -1.57077; -2.78981; -0.000731; -1.55946;
6.256; -2.74441; -1.33699e-06; -1.57077; -2.78617; -0.000763; -1.55946;
6.272; -2.7424; -1.27352e-06; -1.57077; -2.78321; -0.000745; -1.57081;
6.288; -2.74039; -1.21094e-06; -1.57077; -2.78082; -0.000729; -1.57081;
6.304; -2.73838; -1.14963e-06; -1.57077; -2.77888; -0.000734; -1.56939;
6.32; -2.73637; -1.08983e-06; -1.57077; -2.7773; -0.000731; -1.56371;
6.336; -2.73436; -1.03175e-06; -1.57077; -2.77602; -0.000733; -1.56371;
6.352; -2.73235; -9.7636e-07; -1.57077; -2.77498; -0.000755; -1.56655;
6.368; -2.73034; -9.24832e-07; -1.57077; -2.77414; -0.000743; -1.56371;
6.384; -2.72833; -8.78297e-07; -1.57078; -2.77346; -0.000743; -1.5552;
6.4; -2.72632; -8.37823e-07; -1.57078; -2.7729; -0.000753; -1.56371;
6.416; -2.72431; -8.04396e-07; -1.57078; -2.77245; -0.000731; -1.56655;
6.432; -2.7223; -7.78907e-07; -1.57079; -2.77209; -0.000748; -1.56939;
6.448; -2.7203; -7.62139e-07; -1.57079; -2.7718; -0.000745; -1.5623;
6.464; -2.71829; -7.5476e-07; -1.5708; -2.77156; -0.000752; -1.56939;
6.48; -2.71628; -7.57308e-07; -1.5708; -2.77136; -0.00073; -1.56939;
6.496; -2.71427; -7.7019e-07; -1.57081; -2.77121; -0.00073; -1.57933;
6.512; -2.71226; -7.93672e-07; -1.57081; -2.77108; -0.00074; -1.57223;
6.528; -2.71025; -8.27883e-07; -1.57082; -2.77098; -0.000735; -1.56655;
6.544; -2.70824; -8.72803e-07; -1.57082; -2.77089; -0.000767; -1.56655;
6.56; -2.70623; -9.28273e-07; -1.57083; -2.77082; -0.000755; -1.5623;
6.576; -2.70422; -9.93989e-07; -1.57083; -2.77077; -0.00073; -1.57223;
6.592; -2.70221; -1.06951e-06; -1.57084; -2.77072; -0.000727; -1.56655;
6.608; -2.7002; -1.15425e-06; -1.57084; -2.77069; -0.000745; -1.57223;
6.624; -2.69819; -1.24752e-06; -1.57085; -2.77066; -0.00074; -1.56088;
6.64; -2.69618; -1.34847e-06; -1.57085; -2.77063; -0.000756; -1.5552;
6.656; -2.69417; -1.45617e-06; -1.57085; -2.77061; -0.000713; -1.56655;
6.672; -2.69216; -1.56957e-06; -1.57085; -2.7706; -0.000729; -1.56088;
6.688; -2.69015; -1.68752e-06; -1.57086; -2.77059; -0.000741; -1.56655;
6.704; -2.68814; -1.80881e-06; -1.57086; -2.77058; -0.000744; -1.57365;
6.72; -2.68613; -1.93214e-06; -1.57086; -2.77057; -0.000741; -1.55236;
6.736; -2.68412; -2.05616e-06; -1.57086; -2.77056; -0.000749; -1.55662;
6.752; -2.68211; -2.17989e-06; -1.57086; -2.77055; -0.000741; -1.56939;
6.768; -2.6801; -2.30298e-06; -1.57086; -2.77055; -0.000738; -1.55662;
6.784; -2.67809; -2.42515e-06; -1.57086; -2.77055; -0.000709; -1.5623;
6.8; -2.67608; -2.5461e-06; -1.57086; -2.77054; -0.000758; -1.56939;
6.816; -2.67407; -2.66562e-06; -1.57086; -2.77054; -0.00075; -1.56371;
6.832; -2.67206; -2.78349e-06; -1.57085; -2.77054; -0.000734; -1.56371;
6.848; -2.67006; -2.89902e-06; -1.57085; -2.77054; -0.000733; -1.55378;
6.864; -2.66805; -3.01105e-06; -1.57085; -2.77053; -0.000735; -1.55946;
6.88; -2.66604; -3.11841e-06; -1.57085; -2.77053; -0.000747; -1.57081;
6.896; -2.66403; -3.22004e-06; -1.57084; -2.77053; -0.000733; -1.56371;
6.912; -2.66202; -3.31492e-06; -1.57084; -2.77053; -0.000748; -1.5623;
6.928; -2.66001; -3.40212e-06; -1.57084; -2.77053; -0.000759; -1.56371;
6.944; -2.658; -3.48084e-06; -1.57083; -2.77053; -0.000736; -1.56655;
6.96; -2.65599; -3.55038e-06; -1.57083; -2.77053; -0.000735; -1.56513;
6.976; -2.65398; -3.61016e-06; -1.57082; -2.77053; -0.000739; -1.56371;
6.992; -2.65197; -3.65973e-06; -1.57082; -2.77053; -0.00073; -1.56655;
7.008; -2.64996; -3.69878e-06; -1.57081; -2.77053; -0.000747; -1.56088;
7.024; -2.64795; -3.72715e-06; -1.57081; -2.77053; -0.000741; -1.56088;
7.04; -2.64594; -3.74481e-06; -1.5708; -2.77053; -0.000727; -1.56371;
7.056; -2.64393; -3.75188e-06; -1.5708; -2.77053; -0.000727; -1.55378;
7.072; -2.64192; -3.74861e-06; -1.57079; -2.77053; -0.000763; -1.55804;
7.088; -2.63991; -3.73541e-06; -1.57079; -2.77053; -0.000742; -1.57365;
7.104; -2.6379; -3.71281e-06; -1.57078; -2.77053; -0.000734; -1.5552;
7.12; -2.63589; -3.68148e-06; -1.57078; -2.74643; -0.000744; -1.57223;
7.136; -2.63388; -3.6422e-06; -1.57078; -2.72692; -0.000737; -1.57649;
7.152; -2.63187; -3.59589e-06; -1.57077; -2.71113; -0.000741; -1.58642;
7.168; -2.62986; -3.54356e-06; -1.57077; -2.69834; -0.000734; -1.57933;
7.184; -2.62785; -3.48633e-06; -1.57077; -2.68798; -0.000759; -1.58926;
7.2; -2.62584; -3.42538e-06; -1.57077; -2.67959; -0.000743; -1.57933;
7.216; -2.62383; -3.36199e-06; -1.57077; -2.67281; -0.000734; -1.58784;
7.232; -2.62182; -3.29749e-06; -1.57077; -2.66731; -0.000736; -1.58217;
7.248; -2.61982; -3.23316e-06; -1.57077; -2.66286; -0.000758; -1.57649;
7.264; -2.61781; -3.16937e-06; -1.57077; -2.65925; -0.000743; -1.57223;
7.28; -2.6158; -3.10643e-06; -1.57077; -2.65633; -0.000741; -1.57649;
7.296; -2.61379; -3.04463e-06; -1.57077; -2.65397; -0.000726; -1.58217;
7.312; -2.61178; -2.9842e-06; -1.57077; -2.65206; -0.000745; -1.58217;
7.328; -2.60977; -2.92536e-06; -1.57077; -2.65051; -0.000745; -1.57933;
7.344; -2.60776; -2.86852e-06; -1.57077; -2.64926; -0.000758; -1.58926;
7.36; -2.60575; -2.81487e-06; -1.57077; -2.64825; -0.000732; -1.57365;
7.376; -2.60374; -2.76555e-06; -1.57077; -2.64742; -0.00075; -1.57933;
7.392; -2.60173; -2.72169e-06; -1.57078; -2.64676; -0.000744; -1.57933;
7.408; -2.59972; -2.68431e-06; -1.57078; -2.64622; -0.000747; -1.58358;
7.424; -2.59771; -2.65436e-06; -1.57079; -2.64579; -0.000731; -1.57791;
7.44; -2.5957; -2.63268e-06; -1.57079; -2.64543; -0.000734; -1.57791;
7.456; -2.59369; -2.62001e-06; -1.57079; -2.64515; -0.000751; -1.58075;
7.472; -2.59168; -2.61697e-06; -1.5708; -2.64492; -0.000752; -1.57365;
7.488; -2.58967; -2.62403e-06; -1.5708; -2.64473; -0.000736; -1.57933;
7.504; -2.58766; -2.64155e-06; -1.57081; -2.64458; -0.000743; -1.57933;
7.52; -2.58565; -2.66972e-06; -1.57082; -2.64446; -0.000753; -1.57933;
7.536; -2.58364; -2.70862e-06; -1.57082; -2.64436; -0.000726; -1.57365;
7.552; -2.58163; -2.75817e-06; -1.57083; -2.64428; -0.000765; -1.57649;
7.568; -2.57962; -2.81814e-06; -1.57083; -2.64421; -0.000754; -1.57223;
7.584; -2.57761; -2.88817e-06; -1.57083; -2.64416; -0.000734; -1.57649;
7.6; -2.5756; -2.96777e-06; -1.57084; -2.64412; -0.000739; -1.58642;
7.616; -2.57359; -3.05629e-06; -1.57084; -2.64408; -0.000735; -1.57791;
7.632; -2.57158; -3.15299e-06; -1.57085; -2.64405; -0.00075; -1.57933;
7.648; -2.56958; -3.25698e-06; -1.57085; -2.64403; -0.000744; -1.585;
7.664; -2.56757; -3.36728e-06; -1.57085; -2.64401; -0.000731; -1.57791;
7.68; -2.56556; -3.48279e-06; -1.57085; -2.644; -0.000762; -1.58217;
7.696; -2.56355; -3.60236e-06; -1.57086; -2.64399; -0.000756; -1.57791;
7.712; -2.56154; -3.72471e-06; -1.57086; -2.64398; -0.000739; -1.57791;
7.728; -2.55953; -3.84854e-06; -1.57086; -2.64397; -0.000732; -1.57081;
7.744; -2.55752; -3.97248e-06; -1.57086; -2.64396; -0.000755; -1.585;
7.76; -2.55551; -4.09599e-06; -1.57086; -2.64396; -0.000735; -1.57507;
7.776; -2.5535; -4.21873e-06; -1.57086; -2.64395; -0.000742; -1.57223;
7.792; -2.55149; -4.34042e-06; -1.57086; -2.64395; -0.00074; -1.59068;
7.808; -2.54948; -4.46081e-06; -1.57086; -2.64395; -0.000734; -1.57507;
7.824; -2.54747; -4.57966e-06; -1.57086; -2.64394; -0.000733; -1.57365;
7.84; -2.54546; -4.69675e-06; -1.57086; -2.64394; -0.000751; -1.57649;
7.856; -2.54345; -4.81101e-06; -1.57085; -2.64394; -0.000742; -1.57791;
7.872; -2.54144; -4.92128e-06; -1.57085; -2.64394; -0.00075; -1.58217;
7.888; -2.53943; -5.02643e-06; -1.57085; -2.64394; -0.000742; -1.58358;
7.904; -2.53742; -5.12541e-06; -1.57085; -2.64394; -0.000725; -1.59352;
7.92; -2.53541; -5.21724e-06; -1.57084; -2.64394; -0.000739; -1.57081;
7.936; -2.5334; -5.30103e-06; -1.57084; -2.64394; -0.000745; -1.57933;
7.952; -2.53139; -5.37603e-06; -1.57083; -2.64394; -0.000737; -1.57223;
7.968; -2.52938; -5.44158e-06; -1.57083; -2.64394; -0.000739; -1.58075;
7.984; -2.52737; -5.49715e-06; -1.57082; -2.64394; -0.00074; -1.57507;
8; -2.52536; -5.54236e-06; -1.57082; -2.64394; -0.000741; -1.58642;
8.016; -2.52372; -5.37426e-06; -1.58362; -2.64394; -0.000747; -1.58358;
8.032; -2.52207; -2.74302e-05; -1.59645; -2.64394; -0.000746; -1.58642;
8.048; -2.52043; -7.33037e-05; -1.60932; -2.64394; -0.000764; -1.58784;
8.064; -2.51878; -0.000142657; -1.6222; -2.64394; -0.00076; -1.58217;
8.08; -2.51714; -0.000234806; -1.63509; -2.64394; -0.000719; -1.58075;
8.096; -2.5155; -0.000348782; -1.64803; -2.64394; -0.000676; -1.60203;
8.112; -2.51386; -0.000484443; -1.66096; -2.64394; -0.000667; -1.629;
8.128; -2.51222; -0.000641574; -1.67387; -2.62003; -0.000663; -1.57758;
8.144; -2.51058; -0.00081997; -1.68675; -2.60069; -0.0007; -1.60029;
8.16; -2.50895; -0.00101945; -1.69962; -2.58505; -0.000707; -1.61306;
8.176; -2.50731; -0.00123986; -1.71247; -2.5724; -0.000736; -1.62442;
8.192; -2.50569; -0.00148108; -1.72532; -2.56216; -0.000731; -1.63151;
8.208; -2.50406; -0.00174301; -1.73815; -2.55388; -0.00074; -1.65138;
8.224; -2.50244; -0.00202558; -1.75098; -2.54719; -0.000741; -1.67409;
8.24; -2.50082; -0.00232869; -1.76381; -2.54177; -0.000728; -1.67125;
8.256; -2.49921; -0.0026525; -1.77663; -2.53739; -0.000732; -1.69964;
8.272; -2.4976; -0.00299693; -1.78945; -2.53385; -0.000747; -1.71241;
8.288; -2.496; -0.00336193; -1.80226; -2.53099; -0.000741; -1.72376;
8.304; -2.4944; -0.00374744; -1.81507; -2.52867; -0.000732; -1.73228;
8.32; -2.4928; -0.0041534; -1.82789; -2.5268; -0.000722; -1.75357;
8.336; -2.49121; -0.00457975; -1.8407; -2.5253; -0.00075; -1.75357;
8.352; -2.48963; -0.00502642; -1.85351; -2.52407; -0.000743; -1.78195;
8.368; -2.48805; -0.00549334; -1.86632; -2.52308; -0.000725; -1.79473;
8.384; -2.48648; -0.00598043; -1.87913; -2.52229; -0.000739; -1.81034;
8.4; -2.48492; -0.00648763; -1.89194; -2.52165; -0.00075; -1.82311;
8.416; -2.48336; -0.00701484; -1.90475; -2.52113; -0.000722; -1.8373;
8.432; -2.48181; -0.00756199; -1.91757; -2.52072; -0.000743; -1.84582;
8.448; -2.48026; -0.00812899; -1.93038; -2.52038; -0.000721; -1.86853;
8.464; -2.47872; -0.00871574; -1.94319; -2.52011; -0.000726; -1.87704;
8.48; -2.47719; -0.00932214; -1.956; -2.51989; -0.000728; -1.89549;
8.496; -2.47567; -0.00994811; -1.96881; -2.51972; -0.000738; -1.91394;
8.512; -2.47416; -0.0105935; -1.98163; -2.51958; -0.000729; -1.93097;
8.528; -2.47265; -0.0112583; -1.99444; -2.51947; -0.000718; -1.94091;
8.544; -2.47116; -0.0119423; -2.00725; -2.51938; -0.000716; -1.95794;
8.56; -2.46967; -0.0126454; -2.02007; -2.51931; -0.000714; -1.96929;
8.576; -2.46819; -0.0133675; -2.03288; -2.51925; -0.000707; -1.98632;
8.592; -2.46672; -0.0141084; -2.04569; -2.51921; -0.000692; -1.98916;
8.608; -2.46526; -0.0148681; -2.05851; -2.51918; -0.000713; -2.01896;
8.624; -2.46381; -0.0156465; -2.07132; -2.51914; -0.000672; -2.036;
8.64; -2.46237; -0.0164433; -2.08413; -2.51914; -0.000702; -2.04735;
8.656; -2.46094; -0.0172585; -2.09694; -2.51912; -0.000698; -2.05303;
8.672; -2.45952; -0.0180919; -2.10975; -2.5191; -0.000675; -2.07148;
8.688; -2.45812; -0.0189434; -2.12256; -2.5191; -0.000679; -2.08567;
8.704; -2.45672; -0.0198128; -2.13538; -2.5191; -0.000682; -2.08567;
8.72; -2.45533; -0.0207; -2.14819; -2.51911; -0.000702; -2.11121;
8.736; -2.45396; -0.0216048; -2.161; -2.5191; -0.000683; -2.12115;
8.752; -2.4526; -0.0225272; -2.1738; -2.51909; -0.000659; -2.14244;
8.768; -2.45125; -0.0234669; -2.18661; -2.5191; -0.000662; -2.15379;
8.784; -2.44991; -0.0244238; -2.19942; -2.51911; -0.000666; -2.1694;
8.8; -2.44858; -0.0253977; -2.21223; -2.51911; -0.000659; -2.19069;
8.816; -2.44727; -0.0263886; -2.22504; -2.51913; -0.000669; -2.19779;
8.832; -2.44597; -0.0273961; -2.23784; -2.51912; -0.000644; -2.21624;
8.848; -2.44468; -0.0284202; -2.25065; -2.51913; -0.000647; -2.22901;
8.864; -2.44341; -0.0294608; -2.26345; -2.51912; -0.000628; -2.24178;
8.88; -2.44215; -0.0305175; -2.27626; -2.51913; -0.000624; -2.2574;
8.896; -2.4409; -0.0315902; -2.28906; -2.51914; -0.000619; -2.27868;
8.912; -2.43967; -0.0326798; -2.30187; -2.51915; -0.000622; -2.28578;
8.928; -2.43845; -0.033785; -2.31467; -2.51916; -0.00062; -2.29855;
8.944; -2.43724; -0.0349058; -2.32748; -2.51917; -0.000625; -2.30565;
8.96; -2.43605; -0.0360419; -2.34029; -2.51918; -0.000622; -2.317;
8.976; -2.43488; -0.0371931; -2.35309; -2.51917; -0.0006; -2.34823;
8.992; -2.43372; -0.0383594; -2.3659; -2.51919; -0.000606; -2.35674;
9.008; -2.43257; -0.0395404; -2.3787; -2.51919; -0.000594; -2.37519;
9.024; -2.43144; -0.040736; -2.39151; -2.51919; -0.000581; -2.37803;
9.04; -2.43032; -0.041946; -2.40431; -2.51921; -0.000593; -2.39648;
9.056; -2.42922; -0.0431702; -2.41712; -2.51921; -0.000573; -2.40925;
9.072; -2.42814; -0.0444084; -2.42993; -2.51922; -0.000573; -2.43054;
9.088; -2.42707; -0.0456604; -2.44274; -2.51922; -0.000566; -2.4419;
9.104; -2.42602; -0.046926; -2.45555; -2.51923; -0.000561; -2.46318;
9.12; -2.42498; -0.048205; -2.46836; -2.51922; -0.000536; -2.4646;
9.136; -2.42397; -0.0494971; -2.48117; -2.50189; -0.009006; -2.48731;
9.152; -2.42296; -0.0508023; -2.49398; -2.48789; -0.015855; -2.50292;
9.168; -2.42198; -0.0521202; -2.50679; -2.47655; -0.021384; -2.52705;
9.184; -2.42101; -0.0534506; -2.5196; -2.46739; -0.025853; -2.53131;
9.2; -2.42006; -0.0547934; -2.53242; -2.45996; -0.029458; -2.54976;
9.216; -2.41912; -0.0561483; -2.54523; -2.45398; -0.032387; -2.55969;
9.232; -2.41821; -0.0575151; -2.55805; -2.44912; -0.034743; -2.56679;
9.248; -2.41731; -0.0588935; -2.57087; -2.44523; -0.036667; -2.57672;
9.264; -2.41642; -0.0602821; -2.58369; -2.44205; -0.038206; -2.60511;
9.28; -2.41556; -0.0616819; -2.59651; -2.43949; -0.039449; -2.62214;
9.296; -2.41472; -0.0630927; -2.60933; -2.43742; -0.040454; -2.62923;
9.312; -2.41389; -0.0645141; -2.62216; -2.43574; -0.041264; -2.64626;
9.328; -2.41308; -0.0659461; -2.63498; -2.4344; -0.041924; -2.65052;
9.344; -2.41229; -0.0673883; -2.64781; -2.43331; -0.042456; -2.67039;
9.36; -2.41151; -0.0688406; -2.66064; -2.43241; -0.042876; -2.686;
9.376; -2.41076; -0.0703026; -2.67347; -2.4317; -0.04322; -2.70445;
9.392; -2.41003; -0.0717741; -2.6863; -2.43113; -0.0435; -2.71439;
9.408; -2.40931; -0.073255; -2.69913; -2.43065; -0.043714; -2.73;
9.424; -2.40861; -0.0747449; -2.71196; -2.43028; -0.043895; -2.75413;
9.44; -2.40794; -0.0762436; -2.72479; -2.42999; -0.04404; -2.75838;
9.456; -2.40728; -0.0777508; -2.73763; -2.42975; -0.044155; -2.77825;
9.472; -2.40664; -0.0792664; -2.75047; -2.42955; -0.044243; -2.80096;
9.488; -2.40602; -0.08079; -2.7633; -2.4294; -0.044316; -2.80238;
9.504; -2.40542; -0.0823214; -2.77614; -2.42924; -0.044362; -2.82651;
9.52; -2.40484; -0.0838604; -2.78898; -2.42915; -0.04441; -2.83928;
9.536; -2.40428; -0.0854066; -2.80182; -2.42907; -0.044444; -2.85631;
9.552; -2.40374; -0.0869619; -2.81467; -2.42898; -0.044461; -2.86199;
9.568; -2.40322; -0.0885241; -2.82751; -2.42896; -0.044491; -2.88186;
9.584; -2.40272; -0.0900928; -2.84035; -2.42889; -0.044499; -2.89179;
9.6; -2.40224; -0.0916679; -2.8532; -2.42888; -0.044513; -2.89889;
9.616; -2.40178; -0.0932491; -2.86605; -2.42885; -0.04452; -2.91166;
9.632; -2.40134; -0.0948361; -2.8789; -2.42882; -0.044524; -2.93721;
9.648; -2.40092; -0.0964287; -2.89175; -2.4288; -0.044522; -2.94146;
9.664; -2.40052; -0.0980266; -2.90461; -2.42877; -0.044521; -2.95282;
9.68; -2.40014; -0.0996296; -2.91746; -2.42878; -0.044522; -2.97411;
9.696; -2.39979; -0.101237; -2.93033; -2.42878; -0.044519; -2.99539;
9.712; -2.39945; -0.10285; -2.94319; -2.42876; -0.044513; -2.99539;
9.728; -2.39913; -0.104466; -2.95606; -2.42876; -0.04451; -3.01668;
9.744; -2.39884; -0.106087; -2.96893; -2.42878; -0.044506; -3.03797;
9.76; -2.39856; -0.107712; -2.98181; -2.42874; -0.044495; -3.04791;
9.776; -2.39831; -0.10934; -2.99469; -2.42875; -0.04449; -3.0621;
9.792; -2.39808; -0.110971; -3.00758; -2.42874; -0.044482; -3.07629;
9.808; -2.39787; -0.112606; -3.02049; -2.42877; -0.044477; -3.08481;
9.824; -2.39768; -0.114244; -3.0334; -2.42874; -0.044468; -3.1061;
9.84; -2.39751; -0.115884; -3.04633; -2.42876; -0.04446; -3.12455;
9.856; -2.39736; -0.117527; -3.05927; -2.42874; -0.044451; 3.14019;
9.872; -2.39723; -0.119172; -3.07225; -2.42874; -0.044442; 3.126;
9.888; -2.39713; -0.12082; -3.08525; -2.42874; -0.044434; 3.13168;
9.904; -2.39705; -0.122471; -3.09831; -2.42875; -0.044426; 3.10329;
9.92; -2.39698; -0.124124; -3.11144; -2.42873; -0.044418; 3.09336;
9.936; -2.39694; -0.125783; -3.12471; -2.42874; -0.04441; 3.08768;
9.952; -2.39692; -0.127448; -3.13822; -2.42874; -0.044402; 3.05362;
9.968; -2.39693; -0.129113; 3.13148; -2.42876; -0.044391; 3.04652;
9.984; -2.39695; -0.130767; 3.11836; -2.42876; -0.044382; 3.03943;
10; -2.397; -0.132412; 3.10557; -2.42875; -0.044376; 3.02381;
10.016; -2.39708; -0.134419; 3.10555; -2.42873; -0.044369; 3.00678;
10.032; -2.39716; -0.136426; 3.10557; -2.42873; -0.044361; 2.98691;
10.048; -2.39724; -0.138433; 3.10563; -2.42874; -0.04435; 2.96988;
10.064; -2.39731; -0.14044; 3.10571; -2.42875; -0.044339; 2.96846;
10.08; -2.39739; -0.142448; 3.10582; -2.42876; -0.04433; 2.96988;
10.096; -2.39746; -0.144455; 3.10592; -2.42879; -0.044319; 2.96279;
10.112; -2.39753; -0.146463; 3.10601; -2.42881; -0.04431; 2.95853;
10.128; -2.39761; -0.148471; 3.10611; -2.42884; -0.044299; 2.95995;
10.144; -2.39768; -0.150479; 3.10619; -2.42295; -0.063057; 2.96988;
10.16; -2.39775; -0.152487; 3.10627; -2.41819; -0.078224; 2.96137;
10.176; -2.39782; -0.154495; 3.10633; -2.41433; -0.090491; 2.95995;
10.192; -2.39789; -0.156503; 3.10638; -2.41124; -0.100407; 2.96279;
10.208; -2.39796; -0.158511; 3.10643; -2.40871; -0.108428; 2.95427;
10.224; -2.39803; -0.160519; 3.10647; -2.4067; -0.114909; 2.96563;
10.24; -2.3981; -0.162528; 3.1065; -2.40504; -0.120157; 2.95995;
10.256; -2.39817; -0.164536; 3.10652; -2.40373; -0.124394; 2.96279;
